transaction_amount,transaction_type,account_age_days,previous_failed_transactions,transaction_hour,location_risk_score,device_risk_score,is_international,average_daily_transaction_amount,fraud
713.24,purchase,968,0,1,34.6,30.21,0,251.27,0
1163.77,withdrawal,548,1,22,58.25,69.98,0,233.75,1
406.34,deposit,355,1,20,3.14,21.0,1,330.37,0
93.68,deposit,529,1,17,10.4,39.65,1,129.29,0
830.51,payment,217,1,16,34.2,55.69,0,291.82,0
115.23,transfer,382,0,20,22.05,11.68,0,77.51,0
1426.27,transfer,1077,1,14,34.32,50.6,0,422.16,1
1110.44,payment,818,1,0,45.49,30.97,0,237.5,0
1305.29,transfer,627,1,10,12.94,72.71,0,363.26,0
36.39,deposit,810,0,7,25.09,19.4,0,48.08,0
1246.83,payment,315,1,4,31.71,25.01,0,339.95,0
836.81,transfer,888,0,20,17.68,6.43,0,174.48,0
347.94,purchase,475,0,15,24.35,15.0,0,257.53,0
2088.1,payment,1580,0,21,45.73,70.61,1,342.43,0
626.81,transfer,1204,1,2,33.58,11.72,0,246.43,0
1157.26,deposit,1156,1,23,32.23,52.23,1,323.92,0
877.19,transfer,979,1,14,25.18,5.66,0,218.35,0
525.03,payment,1251,2,13,44.15,52.03,0,437.33,0
1128.24,payment,890,0,4,52.14,51.47,1,237.19,0
181.09,deposit,619,0,14,40.93,4.46,0,239.46,0
209.84,payment,1165,0,14,36.93,25.51,0,241.56,0
1308.05,transfer,1440,0,16,45.75,6.35,1,254.21,0
350.52,payment,564,0,3,57.48,19.81,0,132.59,0
448.07,transfer,410,1,15,43.51,36.88,0,157.84,0
582.44,deposit,2023,0,2,72.15,22.86,0,387.6,0
1536.23,transfer,1672,1,1,42.27,50.38,0,363.16,0
571.07,deposit,935,3,11,50.63,28.83,0,352.66,0
877.19,payment,277,0,2,71.14,53.51,0,310.55,0
1703.67,transfer,1045,0,17,18.45,44.57,1,198.85,0
233.98,purchase,2513,1,11,47.16,7.48,0,189.14,0
2546.18,transfer,1246,1,5,17.95,87.53,1,249.23,0
2100.51,payment,1199,1,6,22.19,52.01,0,414.84,0
1087.25,purchase,902,2,11,46.3,35.3,1,278.19,0
1673.95,transfer,1149,1,14,30.56,47.1,1,153.94,0
174.21,transfer,1244,0,19,53.1,52.12,0,118.47,0
1367.8,deposit,1005,0,13,51.11,31.82,1,368.32,0
1532.18,payment,842,1,13,25.7,34.38,0,473.46,0
464.49,payment,1013,2,14,47.42,52.67,1,103.68,0
1070.71,payment,991,0,14,66.63,24.87,1,373.89,0
651.48,transfer,305,0,8,24.81,55.78,0,307.24,0
359.8,payment,2287,0,5,43.38,34.45,0,171.6,0
399.09,withdrawal,1199,1,12,29.85,21.98,0,279.88,0
816.78,payment,1551,2,2,54.26,26.46,1,141.56,0
751.43,withdrawal,1062,1,5,88.8,56.0,0,228.73,0
1082.82,payment,722,1,3,49.62,50.94,0,255.63,0
887.88,transfer,1401,2,11,63.9,43.9,0,435.43,0
1973.54,transfer,397,2,23,36.44,65.26,0,223.5,0
242.37,purchase,1222,0,21,25.16,23.21,0,180.87,0
4075.89,transfer,1394,1,2,26.13,52.46,0,296.67,1
722.13,transfer,895,1,19,48.88,46.38,0,327.85,0
658.29,purchase,1168,1,3,60.28,53.78,0,177.67,0
397.12,withdrawal,308,1,21,63.85,30.14,1,150.99,1
352.64,payment,1192,1,4,42.74,19.35,0,157.44,0
1679.86,purchase,788,0,3,60.44,67.57,0,436.12,0
1917.82,transfer,1171,0,18,21.67,34.2,1,321.37,0
452.52,payment,914,3,19,20.05,66.28,1,216.61,0
546.24,transfer,908,0,9,15.6,30.2,0,403.24,0
379.22,payment,1187,0,13,14.72,34.8,0,177.01,0
483.6,payment,806,2,18,42.73,37.15,0,244.69,0
573.91,purchase,893,0,20,6.05,14.34,1,140.38,0
586.4,payment,2064,0,10,32.25,39.06,0,395.34,0
572.2,purchase,1599,0,18,54.35,58.19,0,170.12,0
177.25,deposit,842,1,19,44.06,32.57,0,171.99,0
242.64,withdrawal,922,0,19,42.99,25.87,0,299.69,0
111.32,purchase,698,1,21,15.52,60.22,0,73.41,0
49.73,purchase,789,0,20,54.41,8.6,0,125.03,0
410.5,deposit,807,1,10,16.59,39.34,0,347.55,0
432.14,transfer,982,2,7,23.37,62.12,0,156.27,0
681.82,payment,329,0,23,41.23,35.96,0,651.06,0
199.89,transfer,779,1,10,4.75,49.23,0,273.19,0
312.14,transfer,718,1,22,22.72,74.07,0,99.76,0
141.22,payment,1695,1,23,0.34,20.99,0,58.99,0
1399.02,withdrawal,917,0,0,49.41,51.83,1,484.27,0
1863.86,payment,1043,0,3,60.97,14.17,0,273.06,0
148.65,deposit,769,0,13,64.81,32.73,0,231.48,0
1222.27,payment,921,0,2,22.11,10.82,0,272.6,0
42.56,payment,789,0,15,25.51,18.18,0,99.32,0
1448.41,payment,989,0,0,37.9,67.1,0,248.43,0
351.78,payment,1167,1,20,29.81,30.85,0,161.77,0
158.26,payment,486,0,10,38.1,68.9,0,241.33,0
300.46,payment,1241,0,16,19.12,43.06,0,201.4,0
500.55,payment,592,2,11,36.51,20.54,0,266.14,0
730.69,payment,2098,3,16,3.63,75.07,0,216.52,0
217.8,transfer,979,0,16,71.89,36.62,0,195.27,0
2602.67,transfer,1037,1,6,16.18,75.73,1,153.02,0
200.82,transfer,1055,2,19,20.32,49.58,0,101.78,0
1022.98,payment,951,1,19,72.72,65.67,1,90.32,1
468.66,payment,666,1,7,22.35,55.54,0,127.27,0
183.52,payment,1038,1,1,32.92,32.56,0,335.4,0
310.45,payment,1011,1,10,48.44,19.73,0,148.71,0
412.08,purchase,629,0,15,50.69,17.07,1,179.92,0
341.94,deposit,489,0,18,36.79,47.95,0,180.75,0
825.06,deposit,1397,0,4,52.09,77.56,0,202.94,0
2005.01,transfer,778,0,11,21.72,30.97,1,309.33,0
658.52,transfer,865,0,18,28.9,15.49,0,215.52,0
311.03,payment,1013,0,12,30.12,44.98,0,363.94,0
68.87,purchase,658,0,18,53.51,37.42,0,128.04,0
772.72,purchase,1079,0,16,49.44,60.34,0,346.66,0
1283.58,purchase,884,1,4,24.52,75.3,0,458.12,0
1471.39,purchase,922,0,5,27.91,63.66,0,246.94,0
462.85,transfer,1520,1,19,25.42,55.55,0,143.29,0
335.63,purchase,997,0,16,56.5,13.52,0,312.12,0
403.19,purchase,846,0,20,48.47,16.21,0,248.99,0
916.81,payment,567,1,7,41.36,38.03,0,287.29,0
1027.13,deposit,1053,0,1,32.86,32.7,0,368.76,0
215.87,payment,1371,1,5,61.03,39.04,0,207.65,0
1137.37,deposit,852,0,10,32.72,64.63,1,192.15,0
924.28,purchase,1366,0,2,47.25,5.17,0,710.34,0
1006.89,payment,1060,1,4,47.82,76.35,0,313.96,0
648.6,withdrawal,961,0,3,36.64,20.33,0,397.94,0
1211.5,payment,1118,0,3,40.62,32.3,0,359.06,0
449.2,purchase,498,0,9,28.65,42.67,0,400.19,0
1498.94,purchase,784,0,19,27.25,37.28,1,291.79,0
1340.76,withdrawal,798,0,9,50.01,76.2,0,378.3,0
298.84,purchase,869,0,7,17.5,60.99,1,180.46,0
46.61,payment,1941,0,13,50.25,39.77,0,100.38,0
474.51,payment,976,2,15,79.42,30.13,1,158.42,0
912.07,transfer,461,0,8,27.79,56.33,0,232.15,0
986.61,payment,698,1,0,29.54,76.77,0,217.96,0
1263.33,transfer,922,0,7,19.5,58.0,1,249.65,0
399.49,payment,995,0,1,43.54,47.58,1,175.33,0
209.48,transfer,212,0,3,33.02,11.23,0,79.04,0
683.67,transfer,1162,0,14,17.4,49.2,0,204.89,0
187.88,purchase,1184,0,4,27.77,32.64,0,119.75,0
483.49,payment,555,0,8,72.9,37.72,0,244.7,0
183.86,purchase,1354,1,9,38.97,52.45,0,298.19,0
453.87,transfer,850,0,21,59.1,46.17,0,203.0,0
248.6,payment,607,0,3,75.59,18.97,0,138.8,0
1537.51,transfer,536,1,1,30.56,33.85,0,255.58,0
578.77,transfer,1151,1,12,9.57,25.05,0,728.66,0
802.39,payment,720,0,14,42.22,47.17,0,313.9,0
809.74,transfer,1042,0,12,27.95,54.61,0,324.62,0
443.03,payment,528,2,16,22.6,42.62,0,192.95,0
251.39,transfer,802,1,20,16.98,64.96,0,164.31,0
1140.04,withdrawal,1117,0,14,38.13,32.86,0,400.61,0
144.51,transfer,1499,0,12,9.01,74.73,1,63.44,0
594.63,purchase,1572,2,16,36.79,73.09,0,172.68,0
795.47,payment,1486,1,5,36.96,66.49,0,505.16,0
573.39,deposit,2583,1,5,58.98,40.4,1,237.75,0
148.9,purchase,1049,1,8,43.28,40.53,0,107.31,0
353.43,deposit,521,0,18,22.04,43.92,0,302.23,0
309.61,purchase,706,1,20,39.25,28.85,0,203.63,0
183.98,payment,1552,0,13,36.29,24.09,0,94.41,0
294.72,transfer,663,1,14,39.52,37.62,0,276.33,0
1044.23,payment,181,0,18,55.08,37.1,0,257.56,0
581.38,purchase,816,0,5,44.92,25.09,0,250.69,0
2008.03,withdrawal,1341,1,2,28.8,63.93,0,311.86,0
352.44,payment,700,0,17,62.1,30.75,1,134.19,0
1066.64,deposit,1587,2,3,49.47,29.79,0,289.19,0
7378.27,payment,2028,1,3,46.37,58.07,0,266.21,1
455.06,withdrawal,1038,2,9,34.81,64.32,0,396.79,0
237.65,purchase,2193,0,18,45.05,11.55,0,171.55,0
605.52,payment,1792,1,9,38.6,53.51,0,428.45,0
2883.5,withdrawal,1360,1,2,45.95,19.2,0,356.23,1
734.81,purchase,1101,0,3,41.62,35.44,0,233.37,0
659.41,payment,1057,0,6,60.39,18.23,0,250.62,0
272.8,transfer,897,0,1,48.66,64.36,0,66.6,0
519.79,payment,1203,0,7,27.56,27.91,0,247.34,0
1068.21,withdrawal,323,0,1,47.62,64.02,0,345.04,0
231.09,payment,1829,1,20,8.34,59.84,0,216.54,0
1906.06,deposit,2211,1,1,46.45,17.06,0,396.34,0
2740.72,purchase,310,0,4,55.66,57.0,1,304.62,1
3067.75,payment,1323,0,0,25.43,14.38,0,575.04,0
181.06,payment,1762,1,6,49.15,57.51,0,177.51,0
946.46,withdrawal,992,0,19,35.5,49.19,0,330.08,0
186.18,purchase,876,1,13,12.75,20.92,1,121.57,0
839.37,transfer,786,0,22,13.29,14.9,0,226.01,0
703.65,payment,716,1,14,14.41,51.67,0,312.81,0
831.34,payment,1079,2,10,52.91,21.4,1,339.44,0
756.13,deposit,1582,0,23,13.72,37.13,0,208.59,0
927.08,transfer,342,0,4,57.37,21.96,0,415.86,0
1024.05,purchase,578,1,2,50.18,58.89,0,456.7,0
347.7,transfer,692,0,7,15.92,7.4,1,178.52,0
521.31,deposit,428,2,22,49.24,20.85,0,229.37,0
610.56,payment,1257,1,19,28.61,27.45,1,218.14,0
332.32,payment,1180,1,12,64.46,52.47,0,192.88,0
1654.64,deposit,1398,0,22,34.27,36.66,0,443.7,0
868.42,deposit,279,0,15,39.95,51.96,0,441.38,0
614.3,payment,1321,0,5,44.78,81.51,0,221.65,0
1966.12,transfer,1577,0,0,71.95,35.1,0,329.34,0
3815.08,transfer,1268,1,0,19.12,33.23,0,394.25,1
1710.78,transfer,954,1,20,31.09,74.57,0,278.05,1
368.62,payment,892,0,7,55.38,61.93,0,213.7,0
282.23,purchase,1128,1,10,17.27,14.28,0,172.29,0
541.17,payment,1067,0,9,46.04,52.54,0,343.66,0
136.32,purchase,702,0,2,72.04,48.24,0,126.91,0
653.58,payment,292,0,0,80.37,50.82,1,216.45,0
179.22,payment,751,2,17,2.76,13.94,0,198.89,0
319.17,withdrawal,2091,1,16,19.38,50.67,1,122.8,0
915.21,transfer,317,2,5,22.83,57.29,0,237.96,0
536.87,withdrawal,1059,0,2,26.85,33.13,0,227.05,0
485.66,payment,1859,2,12,25.28,22.36,1,154.83,0
949.55,deposit,1414,0,1,21.14,19.18,0,436.05,0
309.27,purchase,1515,1,6,43.57,15.75,0,344.75,0
281.07,purchase,1437,0,17,53.26,57.61,0,252.49,0
1510.13,payment,431,0,4,62.42,14.98,1,368.69,0
1150.42,payment,1705,1,18,27.4,54.58,0,408.23,0
1372.4,transfer,1817,1,21,32.15,43.69,0,445.02,0
521.95,transfer,501,0,4,59.91,26.3,0,177.0,0
1264.38,payment,783,0,15,34.47,40.66,1,368.62,0
234.32,payment,999,3,18,26.71,18.07,0,227.5,0
472.44,transfer,788,1,12,18.9,13.11,0,273.65,0
222.47,payment,672,0,7,37.36,27.03,0,181.4,0
1898.07,transfer,680,1,23,31.15,42.89,0,246.99,1
625.56,payment,1319,1,7,18.05,51.28,0,371.05,0
2716.56,payment,1494,0,5,38.82,28.88,1,496.11,0
2212.62,withdrawal,681,0,2,82.8,33.82,0,235.79,1
285.84,transfer,1490,0,21,30.91,7.03,0,157.34,0
1738.84,transfer,786,0,5,54.17,38.38,0,529.74,1
510.79,transfer,518,0,3,27.22,22.11,0,173.62,0
147.59,purchase,1115,0,0,22.18,78.2,0,101.66,0
290.35,transfer,977,0,6,40.82,31.36,0,188.5,0
107.63,withdrawal,1135,0,16,20.62,70.44,0,70.29,0
223.44,deposit,1126,0,16,28.73,26.93,0,399.16,0
127.34,transfer,1072,1,20,0.63,48.32,0,90.97,0
129.92,purchase,924,1,16,51.02,17.63,0,167.96,0
479.47,purchase,1474,0,1,36.47,21.01,0,137.31,0
165.59,payment,1274,2,20,45.18,42.83,0,261.87,0
1389.11,transfer,799,0,6,7.54,63.32,1,496.22,0
1139.87,withdrawal,790,0,22,23.44,24.32,0,307.23,0
52.42,deposit,411,0,8,18.05,31.36,0,125.84,0
3420.82,transfer,445,0,0,33.42,36.63,0,614.06,0
232.32,payment,894,1,9,30.96,51.42,0,290.69,0
834.79,withdrawal,1389,0,10,17.36,37.49,0,380.87,0
99.22,payment,626,0,19,9.22,19.48,0,111.87,0
1496.04,purchase,1300,0,13,59.06,65.28,1,565.96,0
966.5,transfer,1054,0,1,24.64,2.85,0,206.7,0
1058.74,purchase,646,0,1,56.39,82.15,1,106.94,1
150.8,purchase,994,1,14,27.04,41.56,0,276.4,0
1637.75,withdrawal,976,0,2,42.98,76.6,0,380.79,0
497.07,withdrawal,660,0,12,15.4,42.46,0,328.56,0
476.73,purchase,1261,1,21,80.18,70.96,0,325.91,0
374.75,purchase,1450,1,20,20.79,83.82,0,315.22,0
222.25,purchase,833,0,15,29.55,39.29,0,264.93,0
201.36,payment,543,1,7,44.01,54.87,0,111.64,0
524.93,withdrawal,1482,0,12,34.37,56.47,1,225.9,0
1770.28,payment,431,1,2,57.82,32.68,0,211.3,0
3188.55,purchase,1097,0,17,2.87,53.72,1,445.84,0
1853.24,withdrawal,626,2,3,50.35,43.37,0,399.43,0
2520.43,transfer,520,1,1,58.25,79.44,1,198.14,1
459.89,payment,743,1,15,30.21,48.53,0,353.45,0
412.22,transfer,976,0,13,34.89,25.94,0,241.27,0
139.78,purchase,576,1,13,22.87,43.22,0,101.89,0
149.94,payment,477,1,11,13.68,77.24,1,67.05,0
295.27,payment,364,1,14,41.47,23.01,0,334.32,0
641.38,purchase,1860,0,10,52.59,34.18,0,146.11,0
907.74,purchase,1138,0,3,32.15,6.86,1,145.79,0
334.76,payment,648,0,13,38.11,27.28,0,175.99,0
1624.63,payment,1164,1,1,33.02,9.05,0,337.72,0
632.95,deposit,971,1,1,47.13,21.57,0,401.92,0
292.91,purchase,1321,0,13,52.48,60.58,0,398.01,0
389.27,withdrawal,865,0,16,17.89,34.07,0,95.42,0
559.82,payment,1428,2,1,38.74,33.89,0,172.3,0
237.87,payment,694,0,9,56.04,20.71,0,158.72,0
916.06,payment,1050,0,22,22.35,28.77,0,337.61,0
284.73,purchase,1388,0,18,20.24,34.33,0,173.65,0
619.17,payment,1074,1,19,18.6,65.74,0,233.08,0
987.73,payment,2123,1,15,62.63,65.42,0,351.59,0
1502.62,purchase,1310,0,4,51.78,57.74,1,254.44,0
295.65,deposit,1155,0,9,23.34,26.14,0,290.14,0
626.93,purchase,806,0,14,8.92,43.31,0,229.08,0
370.99,transfer,1061,2,15,28.83,42.15,0,383.0,0
2601.92,transfer,1615,0,3,58.96,25.57,0,400.44,0
894.26,transfer,758,1,23,12.84,38.26,0,315.15,0
642.01,payment,615,1,22,47.67,44.59,0,401.18,0
5230.48,transfer,760,1,0,50.06,18.57,1,706.87,0
1049.77,transfer,741,0,14,7.58,52.52,1,348.81,0
1068.84,withdrawal,1227,1,3,32.73,42.11,0,245.07,0
153.96,purchase,2007,0,7,56.9,39.7,0,293.24,0
920.93,deposit,441,0,21,27.15,55.51,0,419.71,0
238.44,payment,271,0,16,10.03,55.01,0,205.5,0
681.57,transfer,984,1,8,11.45,53.28,0,197.59,0
509.28,payment,577,0,0,60.47,43.65,0,290.95,0
843.28,transfer,1118,1,20,78.89,88.46,1,242.96,0
182.0,payment,1179,0,6,19.94,42.96,0,157.93,0
306.6,payment,742,0,14,6.55,58.27,0,270.45,0
1411.31,purchase,1243,0,5,47.52,49.59,0,458.88,0
463.31,transfer,684,0,18,14.65,66.07,0,310.34,0
172.55,purchase,683,1,8,40.58,8.68,0,142.26,0
539.54,payment,633,2,17,30.7,33.13,0,332.99,0
751.79,payment,764,0,2,21.79,4.25,0,219.97,0
2668.89,transfer,939,0,14,24.27,50.7,0,598.16,0
1234.47,payment,891,0,23,24.44,38.03,0,321.0,0
338.84,payment,1025,0,11,28.46,6.6,0,187.82,0
865.69,deposit,1214,0,11,23.96,62.09,0,344.41,0
270.13,payment,1032,0,16,34.59,39.39,0,279.41,0
908.04,payment,1843,0,20,39.62,32.82,0,438.86,0
265.94,withdrawal,971,0,19,56.81,40.44,0,197.09,0
898.3,transfer,1341,1,1,58.4,35.78,0,320.66,0
277.9,withdrawal,411,1,7,52.63,12.91,1,111.71,0
274.44,transfer,1026,0,20,21.58,79.2,1,265.06,0
380.48,purchase,887,1,23,8.82,71.91,0,140.3,0
266.73,payment,849,1,15,68.64,6.25,0,275.18,0
531.3,transfer,1600,0,0,39.88,24.2,0,303.26,0
859.06,withdrawal,2161,0,16,11.99,68.83,0,315.06,0
325.63,purchase,1220,1,22,14.56,34.13,0,196.94,0
817.86,transfer,362,0,19,13.14,63.34,0,268.77,0
2371.19,withdrawal,724,0,17,33.83,68.59,1,414.21,1
1050.39,payment,448,0,12,26.18,6.45,0,520.94,0
1448.86,payment,1013,0,21,51.41,19.84,0,273.02,0
487.68,payment,1149,0,15,52.8,54.55,0,419.35,0
115.4,purchase,393,1,12,40.23,21.97,0,164.75,0
973.79,payment,1729,1,21,54.56,8.67,0,211.7,0
768.35,purchase,516,2,0,52.36,41.2,0,286.84,1
669.8,payment,1124,1,3,37.36,7.69,0,243.71,0
480.57,purchase,1711,0,20,16.57,32.8,0,231.95,0
2940.88,purchase,1022,1,1,46.12,35.71,1,399.55,0
202.54,payment,663,3,21,38.51,41.03,0,151.77,0
635.23,payment,644,1,23,43.73,10.95,0,159.36,0
82.87,payment,1035,0,6,12.52,24.91,0,129.15,0
182.41,purchase,1342,1,21,23.43,6.88,0,290.82,0
282.02,payment,1106,0,13,24.71,13.22,0,219.83,0
307.85,transfer,637,1,12,36.31,39.47,0,382.05,0
540.58,transfer,876,1,22,26.06,11.14,0,279.48,0
725.76,purchase,595,0,18,58.17,35.44,0,194.74,0
189.82,transfer,591,1,21,31.82,72.35,0,180.62,0
122.58,transfer,576,1,21,43.45,49.59,0,67.38,0
411.42,deposit,786,0,17,57.56,22.19,0,236.84,0
420.37,payment,920,1,11,68.75,60.58,0,141.32,0
1360.1,purchase,971,0,4,66.29,21.02,0,403.84,1
619.42,payment,1079,0,2,32.57,45.91,0,214.8,0
170.43,transfer,655,2,6,44.07,36.23,0,117.82,0
508.77,purchase,929,0,11,52.34,13.92,0,440.1,0
1000.97,withdrawal,983,2,3,65.22,34.31,0,238.49,0
279.12,withdrawal,1535,1,8,32.07,33.61,0,332.06,0
407.71,payment,399,0,19,35.17,46.85,0,196.07,0
2546.11,transfer,458,1,0,55.98,30.03,0,446.99,0
246.67,transfer,1192,0,7,30.96,19.77,0,168.97,0
1610.14,transfer,1249,1,23,92.92,59.7,0,219.78,0
717.59,transfer,1194,1,7,14.66,9.49,1,98.67,0
707.84,payment,1188,1,17,31.27,42.84,0,442.04,0
286.47,payment,420,0,14,24.18,49.57,0,184.43,0
344.35,payment,2009,1,18,32.54,38.66,0,293.97,0
267.32,transfer,1456,0,17,24.11,31.64,0,312.99,0
500.82,payment,423,1,14,41.22,14.16,1,409.48,0
634.18,purchase,823,1,23,13.53,37.92,0,283.91,0
208.53,withdrawal,801,0,6,42.04,32.6,0,245.12,1
831.61,payment,889,0,6,22.21,31.85,1,390.52,0
301.22,withdrawal,754,0,14,59.48,11.04,0,310.63,0
334.9,purchase,536,0,17,14.62,61.99,0,227.78,0
851.19,payment,991,0,16,22.64,23.26,0,451.02,0
1631.17,payment,1580,0,22,30.01,79.13,0,321.59,0
529.87,payment,743,0,14,73.27,61.61,0,135.32,0
337.25,payment,1075,1,18,37.18,16.15,0,487.84,0
1169.26,purchase,901,0,3,73.27,30.0,0,193.68,0
1446.27,deposit,1188,0,0,58.46,41.1,0,408.57,0
217.26,payment,864,1,19,35.09,40.8,0,118.91,0
1232.51,purchase,691,1,10,20.21,51.62,0,389.42,0
82.72,payment,762,1,7,26.69,63.72,0,139.51,0
1188.87,withdrawal,1553,0,18,37.97,16.75,1,280.45,0
312.31,purchase,954,0,9,31.94,16.23,0,317.54,0
1682.59,transfer,939,1,0,42.38,47.3,1,230.07,0
895.37,payment,1531,1,13,49.54,31.3,1,258.63,0
678.29,withdrawal,1658,1,3,45.71,24.37,0,154.52,0
611.77,deposit,276,0,23,15.94,33.18,0,371.14,0
140.84,payment,464,1,7,20.8,10.69,0,287.3,0
206.73,payment,1330,0,7,37.22,23.08,0,168.49,0
320.74,payment,974,0,20,7.22,71.39,1,292.31,0
681.94,withdrawal,1661,0,1,64.65,45.12,0,296.44,0
283.89,withdrawal,401,1,16,6.7,59.29,0,264.36,0
475.18,purchase,1039,1,23,46.0,54.0,0,67.87,0
355.81,purchase,1216,2,0,23.28,26.25,0,214.67,0
897.09,purchase,807,2,22,58.71,42.12,0,368.59,0
488.02,purchase,1295,0,14,45.68,52.75,0,325.55,0
511.99,payment,1341,0,4,29.83,32.02,0,321.15,0
960.41,withdrawal,906,0,20,57.37,33.96,0,286.3,0
809.36,payment,878,0,19,54.2,23.41,0,387.83,0
1043.13,payment,1400,0,23,81.06,63.85,0,193.12,0
304.53,deposit,1030,0,22,21.07,25.23,0,173.8,0
1454.14,withdrawal,1178,0,14,28.41,55.2,0,543.1,0
526.16,deposit,1027,0,0,55.98,70.01,0,183.5,0
1008.6,transfer,1004,0,17,7.26,55.39,1,132.87,0
647.22,transfer,877,0,18,42.53,55.97,0,228.12,0
392.35,transfer,1213,0,18,26.75,16.16,0,268.83,0
1616.86,payment,628,0,4,75.32,76.76,0,388.95,1
447.6,payment,411,1,17,36.98,15.62,0,214.89,0
449.39,transfer,939,2,19,11.65,20.87,0,214.04,0
485.73,payment,1673,1,1,58.67,43.41,0,257.45,0
1215.72,deposit,1030,1,0,12.98,25.78,0,197.75,0
241.58,payment,839,1,2,38.64,42.41,0,119.66,0
473.79,payment,790,1,16,17.28,40.41,1,138.21,0
539.95,purchase,765,3,7,35.98,10.69,0,435.75,0
2959.28,payment,204,0,19,18.04,8.38,1,351.81,0
617.28,purchase,1568,1,22,68.44,15.53,0,253.4,0
1497.69,purchase,729,0,0,20.24,67.23,0,325.08,1
997.34,payment,947,2,17,30.61,94.33,0,356.53,0
202.44,withdrawal,816,0,18,33.19,72.96,0,188.15,0
1659.85,withdrawal,671,1,1,54.26,61.85,0,153.73,1
1477.63,purchase,1604,2,2,40.61,19.43,0,415.59,0
119.73,purchase,548,1,19,46.6,54.29,0,77.34,0
1128.44,purchase,1232,0,1,33.65,23.03,0,327.42,0
3834.69,withdrawal,443,0,4,63.69,49.07,0,278.7,0
3138.35,payment,880,1,22,72.83,49.73,1,396.99,1
746.47,withdrawal,1503,1,17,54.3,42.41,0,332.84,0
3594.1,deposit,750,0,22,25.3,48.11,1,324.15,0
316.25,withdrawal,1183,1,6,13.01,34.81,0,161.44,0
1563.16,withdrawal,734,0,17,89.13,54.14,0,362.66,1
886.13,transfer,806,0,14,45.72,23.32,0,309.35,0
427.17,purchase,1307,2,21,19.22,36.51,0,171.84,0
1795.02,deposit,1195,1,5,64.61,30.39,1,279.84,0
634.16,payment,1681,0,0,89.91,16.38,0,144.96,0
1695.98,payment,749,0,9,41.88,26.2,1,237.16,0
2262.58,transfer,1095,1,12,25.2,44.16,0,642.82,0
312.44,transfer,972,0,13,22.64,32.68,0,157.1,0
367.73,withdrawal,1109,0,20,64.52,23.13,1,119.02,0
432.72,payment,1451,1,16,13.68,46.29,1,139.06,0
1011.33,transfer,687,0,21,21.34,38.87,0,235.59,0
395.03,withdrawal,1075,0,17,54.79,44.32,0,343.8,0
456.53,withdrawal,1596,1,8,40.71,40.42,0,260.99,0
247.52,withdrawal,972,0,19,52.46,44.75,0,127.77,0
848.65,purchase,1302,0,7,34.14,39.59,0,341.79,0
97.63,withdrawal,342,0,19,59.7,27.19,0,92.36,0
559.29,purchase,992,1,16,26.19,60.35,1,135.05,0
470.31,withdrawal,769,1,5,41.62,44.18,0,193.85,0
2512.65,transfer,247,2,1,53.57,32.04,0,409.01,0
908.83,withdrawal,1187,2,21,30.97,87.74,0,265.81,0
1398.84,payment,1079,2,18,41.43,31.77,1,270.64,0
702.12,payment,631,0,1,60.16,75.88,0,128.88,0
751.18,transfer,468,2,5,35.26,24.93,0,203.13,0
363.15,purchase,2041,1,11,74.25,34.7,0,382.23,0
1632.88,withdrawal,1117,0,12,53.46,30.25,0,300.37,0
241.8,payment,1105,0,9,33.14,22.58,0,347.46,0
2144.61,withdrawal,678,0,4,75.77,41.11,0,252.64,0
2728.83,payment,818,1,16,79.24,32.17,1,384.1,1
271.92,purchase,1604,1,17,15.88,34.51,0,128.46,0
555.54,purchase,981,1,15,64.74,43.2,0,232.96,0
974.55,withdrawal,1628,0,22,6.03,89.64,0,320.85,0
149.08,withdrawal,1119,1,9,28.54,12.4,0,107.64,0
462.88,transfer,1469,0,12,34.54,17.97,1,57.84,0
1148.65,transfer,329,0,7,60.36,18.24,1,543.33,0
1921.5,purchase,660,1,22,8.35,50.46,0,267.5,0
376.98,purchase,973,0,10,31.78,33.78,0,101.97,0
429.75,transfer,849,2,9,63.35,52.65,0,264.37,0
497.4,transfer,1190,1,17,35.06,20.43,0,136.06,0
1436.12,payment,469,1,6,7.48,38.92,1,161.41,1
1860.12,payment,473,0,8,27.84,53.12,0,415.27,0
209.45,payment,1170,2,20,59.52,24.36,1,196.15,0
2858.78,transfer,1441,2,0,48.79,78.96,1,195.39,0
264.2,deposit,815,0,0,37.53,17.96,0,133.84,0
2074.45,transfer,1703,0,20,54.79,55.37,1,216.31,0
569.28,payment,1882,1,6,57.59,28.85,0,275.53,0
313.44,payment,928,0,18,18.89,55.6,0,196.05,0
4234.9,transfer,802,1,16,21.94,27.93,0,608.05,0
479.79,purchase,718,0,4,21.73,36.52,0,150.69,0
2107.53,transfer,658,0,4,58.49,44.43,0,150.25,1
1026.57,purchase,1273,0,23,22.06,23.5,0,212.17,0
807.4,purchase,619,1,21,3.66,17.7,1,574.55,0
570.88,payment,566,0,6,4.07,17.81,0,350.06,0
868.81,withdrawal,644,0,11,59.72,5.59,0,192.93,0
110.99,deposit,933,1,20,33.23,29.56,0,168.37,0
834.95,transfer,963,0,5,31.31,41.27,0,193.01,0
52.06,payment,1242,1,15,30.43,29.78,0,147.84,0
151.43,deposit,893,1,8,47.48,41.02,0,209.23,0
172.25,purchase,453,1,21,25.84,69.2,0,229.93,0
